area,year,inside,out_in,outside
長野県 白馬村,2010年度,"3,942",858,21
長野県 小谷村,2010年度,"1,377",334,27
長野県 坂城町,2010年度,"4,293","3,269",32
長野県 小布施町,2010年度,"3,087","3,047",25
長野県 高山村,2010年度,"1,793","2,301",9
長野県 山ノ内町,2010年度,"5,117","2,396",6
長野県 木島平村,2010年度,"1,410","1,122",6
長野県 野沢温泉村,2010年度,"1,448",591,9
長野県 信濃町,2010年度,"3,037","1,440",144
長野県 小川村,2010年度,820,593,3
長野県 飯綱町,2010年度,"3,425","3,268",32
長野県 栄村,2010年度,870,164,85
岐阜県 岐阜市,2010年度,"134,562","39,096","19,607"
岐阜県 大垣市,2010年度,"48,503","19,965","6,030"
岐阜県 高山市,2010年度,"46,319","2,563",168
岐阜県 多治見市,2010年度,"28,179","10,147","15,912"
岐阜県 関市,2010年度,"28,939","14,395","1,722"
岐阜県 中津川市,2010年度,"31,278","4,668","1,599"
岐阜県 美濃市,2010年度,"6,586","4,442",233
岐阜県 瑞浪市,2010年度,"10,188","6,191","2,343"
岐阜県 羽島市,2010年度,"14,991","11,199","5,340"
岐阜県 恵那市,2010年度,"18,294","6,164","1,636"
岐阜県 美濃加茂市,2010年度,"13,680","10,306","2,450"
岐阜県 土岐市,2010年度,"16,762","7,812","4,803"
岐阜県 各務原市,2010年度,"37,599","16,628","13,525"
岐阜県 可児市,2010年度,"21,474","12,440","11,467"
岐阜県 山県市,2010年度,"7,342","6,494",496
岐阜県 瑞穂市,2010年度,"8,434","13,326","2,766"
岐阜県 飛騨市,2010年度,"10,214","2,884",114
岐阜県 本巣市,2010年度,"7,260","8,537",944
岐阜県 郡上市,2010年度,"19,589","1,618",140
岐阜県 下呂市,2010年度,"16,120","1,303",68
岐阜県 海津市,2010年度,"10,170","4,318","4,790"
岐阜県 岐南町,2010年度,"4,253","5,686","1,904"
岐阜県 笠松町,2010年度,"3,489","5,073","1,891"
岐阜県 養老町,2010年度,"6,570","7,500","1,065"
岐阜県 垂井町,2010年度,"6,000","6,481",944
岐阜県 関ケ原町,2010年度,"1,897","1,665",357
岐阜県 神戸町,2010年度,"3,516","5,479",562
岐阜県 輪之内町,2010年度,"1,794","2,742",419
岐阜県 安八町,2010年度,"2,953","3,941",627
岐阜県 揖斐川町,2010年度,"5,808","4,793",369
岐阜県 大野町,2010年度,"4,315","6,673",541
岐阜県 池田町,2010年度,"4,716","6,605",515
岐阜県 北方町,2010年度,"2,420","5,951",638
岐阜県 坂祝町,2010年度,"1,371","2,343",520
岐阜県 富加町,2010年度,"1,047","1,678",164
岐阜県 川辺町,2010年度,"1,961","2,857",346
岐阜県 七宗町,2010年度,809,"1,013",82
岐阜県 八百津町,2010年度,"2,762","2,504",425
岐阜県 白川町,2010年度,"3,423","1,022",56
岐阜県 東白川村,2010年度,975,321,16
岐阜県 御嵩町,2010年度,"3,531","4,344","1,248"
岐阜県 白川村,2010年度,983,18,28
静岡県 静岡市,2010年度,"254,187","90,303","2,668"
静岡県 静岡市 葵区,2010年度,"90,545","31,581",957
静岡県 静岡市 駿河区,2010年度,"69,640","33,349",915
静岡県 静岡市 清水区,2010年度,"94,002","25,373",796
静岡県 浜松市,2010年度,"233,019","153,508","4,747"
静岡県 浜松市 中区,2010年度,"75,250","38,104","1,267"
静岡県 浜松市 東区,2010年度,"34,337","27,041",532
静岡県 浜松市 西区,2010年度,"30,465","25,276",973
静岡県 浜松市 南区,2010年度,"27,938","22,042",493
静岡県 浜松市 北区,2010年度,"31,238","15,594","1,029"
静岡県 浜松市 浜北区,2010年度,"24,285","19,876",216
静岡県 浜松市 天竜区,2010年度,"9,506","5,575",237
静岡県 沼津市,2010年度,"72,369","24,017","1,810"
静岡県 熱海市,2010年度,"13,877","1,606","2,098"
静岡県 三島市,2010年度,"26,896","24,067","2,536"
静岡県 富士宮市,2010年度,"46,617","16,460",707
静岡県 伊東市,2010年度,"27,089","3,633",933
静岡県 島田市,2010年度,"32,978","18,272",216
静岡県 富士市,2010年度,"97,819","23,688","1,435"
静岡県 磐田市,2010年度,"56,397","28,099",473
静岡県 焼津市,2010年度,"44,597","26,474",438
静岡県 掛川市,2010年度,"40,130","19,813",337
静岡県 藤枝市,2010年度,"39,175","31,149",437
静岡県 御殿場市,2010年度,"33,955","11,527","1,900"
静岡県 袋井市,2010年度,"23,590","19,276",191
静岡県 下田市,2010年度,"9,867","1,811",59
静岡県 裾野市,2010年度,"16,056","10,743",509
静岡県 湖西市,2010年度,"22,621","4,958","3,374"
静岡県 伊豆市,2010年度,"11,222","5,457",177
静岡県 御前崎市,2010年度,"12,013","6,421",56
静岡県 菊川市,2010年度,"14,121","11,001",96
静岡県 伊豆の国市,2010年度,"13,433","10,313",451
静岡県 牧之原市,2010年度,"18,063","8,812",60
静岡県 東伊豆町,2010年度,"5,332","1,550",58
静岡県 河津町,2010年度,"2,630","1,270",17
静岡県 南伊豆町,2010年度,"3,088","1,148",21
静岡県 松崎町,2010年度,"2,414","1,136",12
静岡県 西伊豆町,2010年度,"3,329",898,31
静岡県 函南町,2010年度,"6,813","10,919",639
静岡県 清水町,2010年度,"5,892","9,548",318
静岡県 長泉町,2010年度,"8,050","11,356",750
静岡県 小山町,2010年度,"6,396","3,876",766
静岡県 吉田町,2010年度,"8,599","7,127",44
静岡県 川根本町,2010年度,"3,244",786,5
静岡県 森町,2010年度,"4,931","5,157",27
愛知県 名古屋市,2010年度,"414,735","567,002","15,453"
愛知県 名古屋市 千種区,2010年度,"25,506","42,203","1,433"
愛知県 名古屋市 東区,2010年度,"12,920","19,736",636
愛知県 名古屋市 北区,2010年度,"30,311","43,031","1,102"
愛知県 名古屋市 西区,2010年度,"30,459","34,603","1,226"
愛知県 名古屋市 中村区,2010年度,"29,993","27,765","1,157"
愛知県 名古屋市 中区,2010年度,"20,701","12,350",535
愛知県 名古屋市 昭和区,2010年度,"17,594","28,145",784
愛知県 名古屋市 瑞穂区,2010年度,"16,947","30,100",658
愛知県 名古屋市 熱田区,2010年度,"11,205","18,242",471
愛知県 名古屋市 中川区,2010年度,"41,953","53,614","1,733"
愛知県 名古屋市 港区,2010年度,"36,093","28,979",843
愛知県 名古屋市 南区,2010年度,"28,027","33,584",651
愛知県 名古屋市 守山区,2010年度,"28,173","44,067","1,008"
愛知県 名古屋市 緑区,2010年度,"37,300","63,988","1,163"
愛知県 名古屋市 名東区,2010年度,"23,483","42,897","1,219"
愛知県 名古屋市 天白区,2010年度,"24,070","43,698",834
愛知県 豊橋市,2010年度,"141,369","30,311","8,860"
愛知県 岡崎市,2010年度,"117,479","62,750",912
愛知県 一宮市,2010年度,"96,456","64,776","11,644"
愛知県 瀬戸市,2010年度,"30,837","26,950","1,056"
愛知県 半田市,2010年度,"31,064","25,253",220
愛知県 春日井市,2010年度,"73,548","62,164","3,569"
愛知県 豊川市,2010年度,"63,129","26,294","1,293"
愛知県 津島市,2010年度,"12,443","16,466",975
愛知県 碧南市,2010年度,"22,115","15,257",82
愛知県 刈谷市,2010年度,"40,644","31,837",473
愛知県 豊田市,2010年度,"167,156","38,347",784
愛知県 安城市,2010年度,"47,086","38,730",421
愛知県 西尾市,2010年度,"46,839",-,144
愛知県 蒲郡市,2010年度,"27,207","13,418",276
愛知県 犬山市,2010年度,"15,713","15,640","2,871"
愛知県 常滑市,2010年度,"15,347","11,117",131
愛知県 江南市,2010年度,"18,286","24,857","2,523"
愛知県 小牧市,2010年度,"40,358","26,061","1,682"
愛知県 稲沢市,2010年度,"32,239","30,975","2,207"
愛知県 新城市,2010年度,"17,985","6,985",453
愛知県 東海市,2010年度,"29,317","23,697",388
愛知県 大府市,2010年度,"18,947","23,166",340
愛知県 知多市,2010年度,"15,033","25,139",331
愛知県 知立市,2010年度,"10,053","21,951",219
愛知県 尾張旭市,2010年度,"12,164","23,614",557
愛知県 高浜市,2010年度,"9,325","11,968",51
愛知県 岩倉市,2010年度,"6,729","15,259",631
愛知県 豊明市,2010年度,"12,358","19,290",248
愛知県 日進市,2010年度,"12,118","25,750",434
愛知県 田原市,2010年度,"32,137","5,309",224
愛知県 愛西市,2010年度,"12,065","18,547","1,312"
愛知県 清須市,2010年度,"10,833","19,369",731
愛知県 北名古屋市,2010年度,"15,632","22,957",747
愛知県 弥富市,2010年度,"8,760","9,799","1,813"
愛知県 みよし市,2010年度,"11,214","15,438",154
愛知県 あま市,2010年度,"14,492","24,616",910
愛知県 長久手市,2010年度,"8,063","16,456",345
愛知県 東郷町,2010年度,"5,810","13,965",153
愛知県 豊山町,2010年度,"2,864","4,284",102
愛知県 大口町,2010年度,"4,238","5,903",604
愛知県 扶桑町,2010年度,"4,258","10,477","1,067"
愛知県 大治町,2010年度,"4,005","9,681",237
愛知県 蟹江町,2010年度,"5,460","11,190",769
愛知県 飛島村,2010年度,"1,323","1,105",71
愛知県 阿久比町,2010年度,"3,553","8,428",82
愛知県 東浦町,2010年度,"7,998","15,085",140
愛知県 南知多町,2010年度,"7,819","2,889",15
愛知県 美浜町,2010年度,"5,672","6,434",28
愛知県 武豊町,2010年度,"9,043","11,480",64
愛知県 幸田町,2010年度,"8,669","9,962",92
愛知県 設楽町,2010年度,"2,200",538,16
愛知県 東栄町,2010年度,"1,141",380,29
愛知県 豊根村,2010年度,514,79,14
三重県 津市,2010年度,"103,273","23,712","2,972"
三重県 四日市市,2010年度,"108,464","25,753","9,347"
三重県 伊勢市,2010年度,"44,214","15,151",510
三重県 松阪市,2010年度,"54,612","22,618","1,095"
三重県 桑名市,2010年度,"39,596","14,332","13,329"
三重県 鈴鹿市,2010年度,"60,000","27,771","2,709"
三重県 名張市,2010年度,"21,743","8,305","6,861"
三重県 尾鷲市,2010年度,"7,526","1,148",85
三重県 亀山市,2010年度,"14,258","8,714",542
三重県 鳥羽市,2010年度,"8,123","2,414",44
三重県 熊野市,2010年度,"6,429","1,052",447
三重県 いなべ市,2010年度,"15,091","7,198","1,032"
三重県 志摩市,2010年度,"20,457","4,212",241
三重県 伊賀市,2010年度,"38,093","4,201","3,134"
三重県 木曽岬町,2010年度,"1,526",579,"1,625"
三重県 東員町,2010年度,"3,996","6,790","1,997"
三重県 菰野町,2010年度,"8,537","9,310",753
三重県 朝日町,2010年度,"1,058","2,531",745
三重県 川越町,2010年度,"2,299","3,748",728
三重県 多気町,2010年度,"3,816","3,795",57
三重県 明和町,2010年度,"4,154","6,563",85
三重県 大台町,2010年度,"2,886","1,705",31
三重県 玉城町,2010年度,"3,260","4,214",59
三重県 度会町,2010年度,"1,492","2,705",25
三重県 大紀町,2010年度,"2,720","1,541",10
三重県 南伊勢町,2010年度,"4,297","1,696",81
三重県 紀北町,2010年度,"6,503","1,527",70
三重県 御浜町,2010年度,"2,748","1,243",415
三重県 紀宝町,2010年度,"2,511",892,"1,595"
滋賀県 大津市,2010年度,"83,101","24,669","37,835"
滋賀県 彦根市,2010年度,"33,737","15,929","1,855"
滋賀県 長浜市,2010年度,"47,407","8,939","1,402"
滋賀県 近江八幡市,2010年度,"18,217","16,974","2,610"
滋賀県 草津市,2010年度,"29,511","20,279","9,086"
滋賀県 守山市,2010年度,"15,444","16,761","3,891"
滋賀県 栗東市,2010年度,"12,921","13,885","2,983"
滋賀県 甲賀市,2010年度,"31,506","10,817","2,283"
滋賀県 野洲市,2010年度,"10,562","11,000","2,414"
滋賀県 湖南市,2010年度,"13,205","12,256","1,429"
滋賀県 高島市,2010年度,"20,394","2,868","1,646"
滋賀県 東近江市,2010年度,"33,465","20,050","1,625"
滋賀県 米原市,2010年度,"8,716","8,357","1,553"
滋賀県 日野町,2010年度,"5,972","5,363",169
滋賀県 竜王町,2010年度,"3,471","3,574",291
滋賀県 愛荘町,2010年度,"4,201","5,156",215
滋賀県 豊郷町,2010年度,"1,158","1,934",71
滋賀県 甲良町,2010年度,"1,088","2,117",71
滋賀県 多賀町,2010年度,"1,425","1,950",78
京都府 京都市,2010年度,"299,089","256,176","59,984"
京都府 京都市 北区,2010年度,"24,261","22,906","3,033"
京都府 京都市 上京区,2010年度,"17,717","16,215","2,690"
京都府 京都市 左京区,2010年度,"37,323","25,371","6,065"
京都府 京都市 中京区,2010年度,"23,180","18,442","4,608"
京都府 京都市 東山区,2010年度,"9,196","6,434","1,499"
京都府 京都市 下京区,2010年度,"17,355","12,815","3,907"
京都府 京都市 南区,2010年度,"23,477","15,419","4,206"
京都府 京都市 右京区,2010年度,"41,852","38,476","6,099"
京都府 京都市 伏見区,2010年度,"53,139","46,002","12,243"
京都府 京都市 山科区,2010年度,"27,033","22,009","8,114"
京都府 京都市 西京区,2010年度,"24,556","32,087","7,520"
京都府 福知山市,2010年度,"32,823","3,791","1,472"
京都府 舞鶴市,2010年度,"35,804","2,762","1,501"
京都府 綾部市,2010年度,"12,276","3,830",230
京都府 宇治市,2010年度,"33,070","35,714","8,047"
京都府 宮津市,2010年度,"6,953","2,124",66
京都府 亀岡市,2010年度,"23,922","15,621","2,705"
京都府 城陽市,2010年度,"12,823","18,244","3,481"
京都府 向日市,2010年度,"6,300","14,065","4,033"
京都府 長岡京市,2010年度,"12,839","14,456","8,028"
京都府 八幡市,2010年度,"11,347","8,139","11,789"
京都府 京田辺市,2010年度,"10,030","9,233","7,997"
京都府 京丹後市,2010年度,"26,031","1,985","1,299"
京都府 南丹市,2010年度,"10,374","4,983",383
京都府 木津川市,2010年度,"9,809","6,262","13,303"
京都府 大山崎町,2010年度,"1,706","3,174","1,853"
京都府 久御山町,2010年度,"3,915","3,059",548
京都府 井手町,2010年度,"1,384","1,607",335
京都府 宇治田原町,2010年度,"2,405","1,998",413
京都府 笠置町,2010年度,283,182,221
京都府 和束町,2010年度,"1,158",561,366
京都府 精華町,2010年度,"4,106","4,847","6,689"
京都府 南山城村,2010年度,590,226,649
京都府 京丹波町,2010年度,"5,068","2,270",172
京都府 伊根町,2010年度,805,303,4
京都府 与謝野町,2010年度,"7,349","3,670",99
大阪府 大阪市,2010年度,"425,398","556,662","51,066"
大阪府 大阪市 都島区,2010年度,"13,859","25,329","2,267"
大阪府 大阪市 福島区,2010年度,"11,267","15,842","2,282"
大阪府 大阪市 此花区,2010年度,"11,201","13,328","1,845"
大阪府 大阪市 西区,2010年度,"13,871","17,093","1,391"
大阪府 大阪市 港区,2010年度,"15,026","17,721","1,375"
大阪府 大阪市 大正区,2010年度,"13,422","12,844",949
大阪府 大阪市 天王寺区,2010年度,"10,032","15,987","1,387"
大阪府 大阪市 浪速区,2010年度,"7,848","10,261",720
大阪府 大阪市 西淀川区,2010年度,"17,135","17,631","5,191"
大阪府 大阪市 東淀川区,2010年度,"25,922","37,956","4,160"
大阪府 大阪市 東成区,2010年度,"12,480","19,233","1,253"
大阪府 大阪市 生野区,2010年度,"23,904","23,697","1,404"
大阪府 大阪市 旭区,2010年度,"12,457","22,020","1,655"
大阪府 大阪市 城東区,2010年度,"21,687","42,554","3,118"
大阪府 大阪市 阿倍野区,2010年度,"13,422","26,309","1,822"
大阪府 大阪市 住吉区,2010年度,"20,221","35,909","1,874"
大阪府 大阪市 東住吉区,2010年度,"19,205","29,265","1,663"
大阪府 大阪市 西成区,2010年度,"15,969","15,528",913
大阪府 大阪市 淀川区,2010年度,"31,303","35,285","6,106"
大阪府 大阪市 鶴見区,2010年度,"15,280","27,419","1,798"
大阪府 大阪市 住之江区,2010年度,"23,873","25,855","1,625"
大阪府 大阪市 平野区,2010年度,"32,828","38,571","2,055"
大阪府 大阪市 北区,2010年度,"24,261","18,728","2,856"
大阪府 大阪市 中央区,2010年度,"18,925","12,297","1,357"
大阪府 堺市,2010年度,"135,527","188,973","8,714"
大阪府 堺市 堺区,2010年度,"30,604","26,759","1,550"
大阪府 堺市 中区,2010年度,"20,999","26,360",994
大阪府 堺市 東区,2010年度,"11,036","22,073",967
大阪府 堺市 西区,2010年度,"22,272","29,574","1,591"
大阪府 堺市 南区,2010年度,"22,235","36,039","1,445"
大阪府 堺市 北区,2010年度,"22,255","38,975","1,807"
大阪府 堺市 美原区,2010年度,"6,126","9,193",360
大阪府 岸和田市,2010年度,"39,259","38,262","1,669"
